"STATE","Year","CAUSE","FIRETYPE","SIZECLASS","count"
"Arkansas",2016,"Human","Support action/Assist fire",1214,1
"Arkansas",2016,"Human","Support action/Assist fire",NA,2
"Arkansas",2016,"Natural","",0.05,1
"Arkansas",2016,"Natural","Active/Suppressed",0.05,5
"Arkansas",2016,"Natural","Active/Suppressed",2,2
"Arkansas",2016,"Natural","Active/Suppressed",22,1
"Arkansas",2016,"Natural","Active/Suppressed",80,1
"Arkansas",2016,"Natural","Active/Suppressed",262.5,1
"Arkansas",2016,"Natural","Natural out",2,1
"Arkansas",2016,"Undetermined","Active/Suppressed",262.5,1
"Arkansas",2016,"Undetermined","Support action/Assist fire",NA,6
"California",1990,"","False Alarm",NA,89
"California",1990,"","Natural out",2,1
"California",1990,"","Natural out",22,1
"California",1990,"","Support action/Assist fire",0.05,7
"California",1990,"","Support action/Assist fire",2,5
"California",1990,"","Support action/Assist fire",22,3
"California",1990,"","Support action/Assist fire",80,2
"California",1990,"","Support action/Assist fire",262.5,1
"California",1990,"","Support action/Assist fire",NA,352
"California",1990,"Human","Active/Suppressed",0.05,284
"California",1990,"Human","Active/Suppressed",2,139
"California",1990,"Human","Active/Suppressed",22,32
"California",1990,"Human","Active/Suppressed",80,11
"California",1990,"Human","Active/Suppressed",262.5,3
"California",1990,"Human","Active/Suppressed",1214,2
"California",1990,"Human","Active/Suppressed",5000,1
"California",1990,"Human","Active/Suppressed",NA,6
"California",1990,"Human","Natural out",0.05,1
"California",1990,"Human","Natural out",2,1
"California",1990,"Human","Natural out",NA,3
"California",1990,"Human","Prescribed fire",NA,17
"California",1990,"Human","Support action/Assist fire",0.05,2
"California",1990,"Human","Support action/Assist fire",2,1
"California",1990,"Human","Support action/Assist fire",22,2
"California",1990,"Human","Unknown",0.05,1197
"California",1990,"Human","Unknown",2,319
"California",1990,"Human","Unknown",22,24
"California",1990,"Human","Unknown",80,9
"California",1990,"Human","Unknown",262.5,6
"California",1990,"Human","Unknown",1214,2
"California",1990,"Human","Unknown",5000,3
"California",1990,"Natural","Active/Suppressed",0.05,191
"California",1990,"Natural","Active/Suppressed",2,64
"California",1990,"Natural","Active/Suppressed",22,22
"California",1990,"Natural","Active/Suppressed",80,4
"California",1990,"Natural","Active/Suppressed",262.5,5
"California",1990,"Natural","Active/Suppressed",1214,4
"California",1990,"Natural","Active/Suppressed",5000,6
"California",1990,"Natural","Active/Suppressed",NA,2
"California",1990,"Natural","Natural out",0.05,16
"California",1990,"Natural","Natural out",2,4
"California",1990,"Natural","Support action/Assist fire",0.05,3
"California",1990,"Natural","Support action/Assist fire",2,1
"California",1990,"Natural","Support action/Assist fire",1214,1
"California",1990,"Natural","Unknown",0.05,974
"California",1990,"Natural","Unknown",2,234
"California",1990,"Natural","Unknown",22,24
"California",1990,"Natural","Unknown",80,3
"California",1990,"Natural","Unknown",262.5,6
"California",1990,"Natural","Unknown",1214,7
"California",1991,"","False Alarm",NA,106
"California",1991,"","Support action/Assist fire",0.05,1
"California",1991,"","Support action/Assist fire",NA,296
"California",1991,"Human","Active/Suppressed",0.05,378
"California",1991,"Human","Active/Suppressed",2,159
"California",1991,"Human","Active/Suppressed",22,24
"California",1991,"Human","Active/Suppressed",80,5
"California",1991,"Human","Active/Suppressed",262.5,5
"California",1991,"Human","Active/Suppressed",1214,2
"California",1991,"Human","Active/Suppressed",5000,1
"California",1991,"Human","Active/Suppressed",NA,23
"California",1991,"Human","False Alarm",NA,2
"California",1991,"Human","Natural out",0.05,3
"California",1991,"Human","Natural out",2,1
"California",1991,"Human","Natural out",NA,1
"California",1991,"Human","Prescribed fire",22,1
"California",1991,"Human","Prescribed fire",NA,34
"California",1991,"Human","Unknown",0.05,539
"California",1991,"Human","Unknown",2,114
"California",1991,"Human","Unknown",22,7
"California",1991,"Human","Unknown",80,5
"California",1991,"Human","Unknown",262.5,2
"California",1991,"Natural","Active/Suppressed",0.05,159
"California",1991,"Natural","Active/Suppressed",2,45
"California",1991,"Natural","Active/Suppressed",22,9
"California",1991,"Natural","Active/Suppressed",80,1
"California",1991,"Natural","Active/Suppressed",262.5,1
"California",1991,"Natural","Active/Suppressed",1214,2
"California",1991,"Natural","Active/Suppressed",NA,3
"California",1991,"Natural","Natural out",0.05,12
"California",1991,"Natural","Natural out",2,2
"California",1991,"Natural","Prescribed fire",0.05,11
"California",1991,"Natural","Prescribed fire",2,2
"California",1991,"Natural","Prescribed fire",22,2
"California",1991,"Natural","Prescribed fire",80,1
"California",1991,"Natural","Prescribed fire",262.5,1
"California",1991,"Natural","Unknown",0.05,1188
"California",1991,"Natural","Unknown",2,305
"California",1991,"Natural","Unknown",22,27
"California",1991,"Natural","Unknown",80,8
"California",1991,"Natural","Unknown",262.5,1
"California",1991,"Natural","Unknown",1214,3
"California",1992,"","False Alarm",NA,122
"California",1992,"","Support action/Assist fire",0.05,1
"California",1992,"","Support action/Assist fire",2,3
"California",1992,"","Support action/Assist fire",22,2
"California",1992,"","Support action/Assist fire",1214,1
"California",1992,"","Support action/Assist fire",NA,442
"California",1992,"Human","Active/Suppressed",0.05,436
"California",1992,"Human","Active/Suppressed",2,255
"California",1992,"Human","Active/Suppressed",22,70
"California",1992,"Human","Active/Suppressed",80,23
"California",1992,"Human","Active/Suppressed",262.5,19
"California",1992,"Human","Active/Suppressed",1214,11
"California",1992,"Human","Active/Suppressed",5000,5
"California",1992,"Human","Active/Suppressed",NA,8
"California",1992,"Human","False Alarm",NA,4
"California",1992,"Human","Natural out",0.05,4
"California",1992,"Human","Natural out",2,1
"California",1992,"Human","Natural out",NA,5
"California",1992,"Human","Prescribed fire",NA,34
"California",1992,"Human","Support action/Assist fire",0.05,1
"California",1992,"Human","Support action/Assist fire",2,3
"California",1992,"Human","Support action/Assist fire",22,2
"California",1992,"Human","Support action/Assist fire",80,1
"California",1992,"Human","Support action/Assist fire",1214,1
"California",1992,"Human","Support action/Assist fire",NA,9
"California",1992,"Human","Unknown",0.05,668
"California",1992,"Human","Unknown",2,135
"California",1992,"Human","Unknown",22,20
"California",1992,"Human","Unknown",80,4
"California",1992,"Human","Unknown",262.5,4
"California",1992,"Human","Unknown",1214,1
"California",1992,"Natural","Active/Suppressed",0.05,221
"California",1992,"Natural","Active/Suppressed",2,71
"California",1992,"Natural","Active/Suppressed",22,14
"California",1992,"Natural","Active/Suppressed",80,4
"California",1992,"Natural","Active/Suppressed",262.5,4
"California",1992,"Natural","Active/Suppressed",1214,3
"California",1992,"Natural","Active/Suppressed",5000,1
"California",1992,"Natural","Natural out",0.05,11
"California",1992,"Natural","Natural out",2,3
"California",1992,"Natural","Prescribed fire",0.05,6
"California",1992,"Natural","Prescribed fire",2,1
"California",1992,"Natural","Prescribed fire",22,1
"California",1992,"Natural","Prescribed fire",80,2
"California",1992,"Natural","Prescribed fire",262.5,1
"California",1992,"Natural","Unknown",0.05,1577
"California",1992,"Natural","Unknown",2,356
"California",1992,"Natural","Unknown",22,29
"California",1992,"Natural","Unknown",80,8
"California",1992,"Natural","Unknown",262.5,8
"California",1992,"Natural","Unknown",1214,9
"California",1992,"Natural","Unknown",5000,3
"California",1993,"","False Alarm",NA,71
"California",1993,"","Support action/Assist fire",NA,376
"California",1993,"Human","Active/Suppressed",0.05,363
"California",1993,"Human","Active/Suppressed",2,349
"California",1993,"Human","Active/Suppressed",22,113
"California",1993,"Human","Active/Suppressed",80,33
"California",1993,"Human","Active/Suppressed",262.5,27
"California",1993,"Human","Active/Suppressed",1214,14
"California",1993,"Human","Active/Suppressed",5000,5
"California",1993,"Human","Active/Suppressed",NA,5
"California",1993,"Human","False Alarm",0.05,1
"California",1993,"Human","Natural out",0.05,3
"California",1993,"Human","Natural out",2,2
"California",1993,"Human","Natural out",NA,3
"California",1993,"Human","Prescribed fire",22,7
"California",1993,"Human","Prescribed fire",80,2
"California",1993,"Human","Prescribed fire",NA,37
"California",1993,"Human","Support action/Assist fire",262.5,1
"California",1993,"Human","Support action/Assist fire",NA,5
"California",1993,"Human","Unknown",0.05,945
"California",1993,"Human","Unknown",2,217
"California",1993,"Human","Unknown",22,35
"California",1993,"Human","Unknown",80,11
"California",1993,"Human","Unknown",262.5,4
"California",1993,"Human","Unknown",1214,4
"California",1993,"Human","Unknown",5000,1
"California",1993,"Natural","Active/Suppressed",0.05,49
"California",1993,"Natural","Active/Suppressed",2,19
"California",1993,"Natural","Active/Suppressed",22,12
"California",1993,"Natural","Active/Suppressed",80,3
"California",1993,"Natural","Active/Suppressed",262.5,4
"California",1993,"Natural","Active/Suppressed",5000,2
"California",1993,"Natural","Natural out",0.05,6
"California",1993,"Natural","Natural out",2,1
"California",1993,"Natural","Prescribed fire",0.05,5
"California",1993,"Natural","Prescribed fire",2,2
"California",1993,"Natural","Prescribed fire",80,1
"California",1993,"Natural","Prescribed fire",1214,1
"California",1993,"Natural","Unknown",0.05,224
"California",1993,"Natural","Unknown",2,44
"California",1993,"Natural","Unknown",22,8
"California",1994,"","False Alarm",NA,70
"California",1994,"","Support action/Assist fire",NA,632
"California",1994,"Human","Active/Suppressed",0.05,351
"California",1994,"Human","Active/Suppressed",2,315
"California",1994,"Human","Active/Suppressed",22,99
"California",1994,"Human","Active/Suppressed",80,23
"California",1994,"Human","Active/Suppressed",262.5,28
"California",1994,"Human","Active/Suppressed",1214,19
"California",1994,"Human","Active/Suppressed",5000,3
"California",1994,"Human","Active/Suppressed",NA,7
"California",1994,"Human","False Alarm",NA,1
"California",1994,"Human","Natural out",0.05,1
"California",1994,"Human","Natural out",2,1
"California",1994,"Human","Natural out",22,1
"California",1994,"Human","Prescribed fire",0.05,1
"California",1994,"Human","Prescribed fire",2,13
"California",1994,"Human","Prescribed fire",22,21
"California",1994,"Human","Prescribed fire",80,1
"California",1994,"Human","Prescribed fire",262.5,2
"California",1994,"Human","Unknown",0.05,1002
"California",1994,"Human","Unknown",2,347
"California",1994,"Human","Unknown",22,65
"California",1994,"Human","Unknown",80,13
"California",1994,"Human","Unknown",262.5,5
"California",1994,"Human","Unknown",1214,7
"California",1994,"Human","Unknown",5000,10
"California",1994,"Natural","Active/Suppressed",0.05,111
"California",1994,"Natural","Active/Suppressed",2,46
"California",1994,"Natural","Active/Suppressed",22,17
"California",1994,"Natural","Active/Suppressed",80,3
"California",1994,"Natural","Active/Suppressed",262.5,8
"California",1994,"Natural","Active/Suppressed",1214,5
"California",1994,"Natural","Active/Suppressed",5000,4
"California",1994,"Natural","Active/Suppressed",NA,2
"California",1994,"Natural","Natural out",0.05,7
"California",1994,"Natural","Prescribed fire",0.05,11
"California",1994,"Natural","Prescribed fire",2,8
"California",1994,"Natural","Prescribed fire",22,1
"California",1994,"Natural","Prescribed fire",80,1
"California",1994,"Natural","Unknown",0.05,402
"California",1994,"Natural","Unknown",2,132
"California",1994,"Natural","Unknown",22,15
"California",1994,"Natural","Unknown",80,3
"California",1994,"Natural","Unknown",262.5,5
"California",1994,"Natural","Unknown",1214,2
"California",1994,"Natural","Unknown",5000,2
"California",1995,"","Active/Suppressed",0.05,1
"California",1995,"","Active/Suppressed",2,1
"California",1995,"","Active/Suppressed",NA,4
"California",1995,"","False Alarm",NA,118
"California",1995,"","Natural out",0.05,2
"California",1995,"","Support action/Assist fire",NA,523
"California",1995,"Human","Active/Suppressed",0.05,398
"California",1995,"Human","Active/Suppressed",2,280
"California",1995,"Human","Active/Suppressed",22,83
"California",1995,"Human","Active/Suppressed",80,21
"California",1995,"Human","Active/Suppressed",262.5,20
"California",1995,"Human","Active/Suppressed",1214,18
"California",1995,"Human","Active/Suppressed",5000,7
"California",1995,"Human","Active/Suppressed",NA,4
"California",1995,"Human","Natural out",NA,1
"California",1995,"Human","Prescribed fire",2,26
"California",1995,"Human","Prescribed fire",22,41
"California",1995,"Human","Prescribed fire",80,4
"California",1995,"Human","Prescribed fire",262.5,5
"California",1995,"Human","Prescribed fire",1214,5
"California",1995,"Human","Prescribed fire",NA,1
"California",1995,"Human","Support action/Assist fire",NA,5
"California",1995,"Human","Unknown",0.05,670
"California",1995,"Human","Unknown",2,224
"California",1995,"Human","Unknown",22,23
"California",1995,"Human","Unknown",80,12
"California",1995,"Human","Unknown",262.5,2
"California",1995,"Human","Unknown",1214,3
"California",1995,"Natural","Active/Suppressed",0.05,29
"California",1995,"Natural","Active/Suppressed",2,9
"California",1995,"Natural","Active/Suppressed",22,9
"California",1995,"Natural","Active/Suppressed",80,4
"California",1995,"Natural","Active/Suppressed",262.5,7
"California",1995,"Natural","Active/Suppressed",1214,1
"California",1995,"Natural","Active/Suppressed",5000,1
"California",1995,"Natural","Natural out",0.05,3
"California",1995,"Natural","Natural out",80,1
"California",1995,"Natural","Prescribed fire",0.05,8
"California",1995,"Natural","Prescribed fire",2,4
"California",1995,"Natural","Prescribed fire",80,2
"California",1995,"Natural","Prescribed fire",262.5,1
"California",1995,"Natural","Unknown",0.05,298
"California",1995,"Natural","Unknown",2,65
"California",1995,"Natural","Unknown",22,4
"California",1995,"Natural","Unknown",80,1
"California",1996,"","Active/Suppressed",0.05,1
"California",1996,"","Active/Suppressed",22,2
"California",1996,"","Active/Suppressed",NA,5
"California",1996,"","False Alarm",NA,128
"California",1996,"","Natural out",0.05,1
"California",1996,"","Natural out",2,1
"California",1996,"","Prescribed fire",22,1
"California",1996,"","Prescribed fire",5000,1
"California",1996,"","Support action/Assist fire",NA,822
"California",1996,"Human","Active/Suppressed",0.05,513
"California",1996,"Human","Active/Suppressed",2,381
"California",1996,"Human","Active/Suppressed",22,59
"California",1996,"Human","Active/Suppressed",80,33
"California",1996,"Human","Active/Suppressed",262.5,29
"California",1996,"Human","Active/Suppressed",1214,32
"California",1996,"Human","Active/Suppressed",5000,15
"California",1996,"Human","Active/Suppressed",NA,2
"California",1996,"Human","False Alarm",NA,26
"California",1996,"Human","Natural out",0.05,3
"California",1996,"Human","Natural out",NA,6
"California",1996,"Human","Prescribed fire",2,17
"California",1996,"Human","Prescribed fire",22,27
"California",1996,"Human","Prescribed fire",80,9
"California",1996,"Human","Prescribed fire",262.5,4
"California",1996,"Human","Support action/Assist fire",NA,17
"California",1996,"Human","Unknown",0.05,679
"California",1996,"Human","Unknown",2,228
"California",1996,"Human","Unknown",22,42
"California",1996,"Human","Unknown",80,10
"California",1996,"Human","Unknown",262.5,11
"California",1996,"Human","Unknown",1214,11
"California",1996,"Human","Unknown",5000,5
"California",1996,"Natural","Active/Suppressed",0.05,115
"California",1996,"Natural","Active/Suppressed",2,51
"California",1996,"Natural","Active/Suppressed",22,16
"California",1996,"Natural","Active/Suppressed",80,4
"California",1996,"Natural","Active/Suppressed",262.5,4
"California",1996,"Natural","Active/Suppressed",1214,9
"California",1996,"Natural","Active/Suppressed",5000,4
"California",1996,"Natural","Natural out",0.05,7
"California",1996,"Natural","Natural out",2,1
"California",1996,"Natural","Prescribed fire",0.05,11
"California",1996,"Natural","Prescribed fire",2,7
"California",1996,"Natural","Prescribed fire",22,6
"California",1996,"Natural","Prescribed fire",80,2
"California",1996,"Natural","Prescribed fire",262.5,2
"California",1996,"Natural","Prescribed fire",1214,3
"California",1996,"Natural","Unknown",0.05,682
"California",1996,"Natural","Unknown",2,174
"California",1996,"Natural","Unknown",22,29
"California",1996,"Natural","Unknown",80,9
"California",1996,"Natural","Unknown",262.5,8
"California",1996,"Natural","Unknown",1214,4
"California",1996,"Natural","Unknown",5000,3
"California",1997,"","Active/Suppressed",2,1
"California",1997,"","Active/Suppressed",NA,4
"California",1997,"","False Alarm",NA,89
"California",1997,"","Natural out",0.05,1
"California",1997,"","Prescribed fire",0.05,2
"California",1997,"","Prescribed fire",2,1
"California",1997,"","Prescribed fire",22,10
"California",1997,"","Prescribed fire",80,3
"California",1997,"","Prescribed fire",262.5,5
"California",1997,"","Prescribed fire",1214,4
"California",1997,"","Prescribed fire",NA,6
"California",1997,"","Support action/Assist fire",NA,381
"California",1997,"Human","Active/Suppressed",0.05,383
"California",1997,"Human","Active/Suppressed",2,273
"California",1997,"Human","Active/Suppressed",22,50
"California",1997,"Human","Active/Suppressed",80,12
"California",1997,"Human","Active/Suppressed",262.5,9
"California",1997,"Human","Active/Suppressed",1214,11
"California",1997,"Human","Active/Suppressed",5000,8
"California",1997,"Human","Active/Suppressed",NA,3
"California",1997,"Human","Natural out",0.05,2
"California",1997,"Human","Natural out",NA,6
"California",1997,"Human","Prescribed fire",2,18
"California",1997,"Human","Prescribed fire",22,25
"California",1997,"Human","Prescribed fire",80,13
"California",1997,"Human","Prescribed fire",262.5,9
"California",1997,"Human","Support action/Assist fire",NA,7
"California",1997,"Human","Unknown",0.05,657
"California",1997,"Human","Unknown",2,202
"California",1997,"Human","Unknown",22,36
"California",1997,"Human","Unknown",80,9
"California",1997,"Human","Unknown",262.5,6
"California",1997,"Human","Unknown",1214,2
"California",1997,"Human","Unknown",5000,4
"California",1997,"Natural","Active/Suppressed",0.05,98
"California",1997,"Natural","Active/Suppressed",2,40
"California",1997,"Natural","Active/Suppressed",22,8
"California",1997,"Natural","Active/Suppressed",80,1
"California",1997,"Natural","Active/Suppressed",1214,1
"California",1997,"Natural","Active/Suppressed",5000,1
"California",1997,"Natural","Active/Suppressed",NA,6
"California",1997,"Natural","Natural out",0.05,12
"California",1997,"Natural","Natural out",22,1
"California",1997,"Natural","Prescribed fire",0.05,17
"California",1997,"Natural","Prescribed fire",2,9
"California",1997,"Natural","Prescribed fire",80,2
