"","STATE","Year","CAUSE","FIRETYPE","SIZECLASS","count"
"517","Alaska",1996,"Human","Unknown",22,3
"518","Alaska",1996,"Natural","Active/Suppressed",0.05,7
"519","Alaska",1996,"Natural","Active/Suppressed",2,47
"520","Alaska",1996,"Natural","Active/Suppressed",22,21
"521","Alaska",1996,"Natural","Active/Suppressed",80,11
"522","Alaska",1996,"Natural","Active/Suppressed",262.5,13
"523","Alaska",1996,"Natural","Active/Suppressed",1214,19
"524","Alaska",1996,"Natural","Active/Suppressed",5000,22
"525","Alaska",1997,"","Natural out",2,1
"526","Alaska",1997,"","Prescribed fire",22,2
"527","Alaska",1997,"","Support action/Assist fire",NA,65
"528","Alaska",1997,"Human","Active/Suppressed",0.05,45
"529","Alaska",1997,"Human","Active/Suppressed",2,24
"530","Alaska",1997,"Human","Active/Suppressed",22,11
"531","Alaska",1997,"Human","Active/Suppressed",262.5,3
"532","Alaska",1997,"Human","Active/Suppressed",5000,2
"533","Alaska",1997,"Human","Support action/Assist fire",NA,2
"534","Alaska",1997,"Human","Unknown",0.05,13
"535","Alaska",1997,"Human","Unknown",2,6
"536","Alaska",1997,"Human","Unknown",22,1
"537","Alaska",1997,"Natural","Active/Suppressed",0.05,17
"538","Alaska",1997,"Natural","Active/Suppressed",2,52
"539","Alaska",1997,"Natural","Active/Suppressed",22,60
"540","Alaska",1997,"Natural","Active/Suppressed",80,23
"541","Alaska",1997,"Natural","Active/Suppressed",262.5,23
"542","Alaska",1997,"Natural","Active/Suppressed",1214,23
"543","Alaska",1997,"Natural","Active/Suppressed",5000,24
"544","Alaska",1997,"Natural","Unknown",2,1
"545","Alaska",1998,"","Prescribed fire",2,1
"546","Alaska",1998,"","Prescribed fire",22,1
"547","Alaska",1998,"","Prescribed fire",80,1
"548","Alaska",1998,"","Prescribed fire",1214,1
"549","Alaska",1998,"","Prescribed fire",NA,3
"550","Alaska",1998,"","Support action/Assist fire",2,1
"551","Alaska",1998,"","Support action/Assist fire",22,1
"552","Alaska",1998,"","Support action/Assist fire",NA,29
"553","Alaska",1998,"Human","Active/Suppressed",0.05,27
"554","Alaska",1998,"Human","Active/Suppressed",2,8
"555","Alaska",1998,"Human","Active/Suppressed",22,4
"556","Alaska",1998,"Human","Active/Suppressed",262.5,2
"557","Alaska",1998,"Human","Support action/Assist fire",NA,12
"558","Alaska",1998,"Human","Unknown",0.05,15
"559","Alaska",1998,"Human","Unknown",2,3
"560","Alaska",1998,"Human","Unknown",80,1
"561","Alaska",1998,"Natural","Active/Suppressed",0.05,1
"562","Alaska",1998,"Natural","Active/Suppressed",2,17
"563","Alaska",1998,"Natural","Active/Suppressed",22,18
"564","Alaska",1998,"Natural","Active/Suppressed",262.5,4
"565","Alaska",1998,"Natural","Active/Suppressed",5000,2
"566","Alaska",1998,"Natural","Natural out",2,1
"567","Alaska",1999,"","Prescribed fire",0.05,1
"568","Alaska",1999,"","Prescribed fire",2,2
"569","Alaska",1999,"","Prescribed fire",NA,6
"570","Alaska",1999,"","Support action/Assist fire",2,1
"571","Alaska",1999,"","Support action/Assist fire",NA,33
"572","Alaska",1999,"Human","Active/Suppressed",0.05,22
"573","Alaska",1999,"Human","Active/Suppressed",2,14
"574","Alaska",1999,"Human","Active/Suppressed",22,4
"575","Alaska",1999,"Human","Active/Suppressed",80,2
"576","Alaska",1999,"Human","Active/Suppressed",262.5,2
"577","Alaska",1999,"Human","Active/Suppressed",1214,1
"578","Alaska",1999,"Human","Active/Suppressed",5000,1
"579","Alaska",1999,"Human","Natural out",2,2
"580","Alaska",1999,"Human","Prescribed fire",22,1
"581","Alaska",1999,"Human","Prescribed fire",262.5,1
"582","Alaska",1999,"Human","Support action/Assist fire",2,2
"583","Alaska",1999,"Human","Support action/Assist fire",80,1
"584","Alaska",1999,"Human","Support action/Assist fire",1214,2
"585","Alaska",1999,"Human","Support action/Assist fire",5000,1
"586","Alaska",1999,"Human","Support action/Assist fire",NA,1
"587","Alaska",1999,"Human","Unknown",0.05,6
"588","Alaska",1999,"Human","Unknown",2,3
"589","Alaska",1999,"Human","Unknown",22,1
"590","Alaska",1999,"Natural","Active/Suppressed",0.05,2
"591","Alaska",1999,"Natural","Active/Suppressed",2,43
"592","Alaska",1999,"Natural","Active/Suppressed",22,35
"593","Alaska",1999,"Natural","Active/Suppressed",80,11
"594","Alaska",1999,"Natural","Active/Suppressed",262.5,21
"595","Alaska",1999,"Natural","Active/Suppressed",1214,17
"596","Alaska",1999,"Natural","Active/Suppressed",5000,30
"597","Alaska",1999,"Natural","Natural out",2,4
"598","Alaska",1999,"Natural","Natural out",22,2
"599","Alaska",1999,"Natural","Natural out",262.5,1
"600","Alaska",1999,"Natural","Support action/Assist fire",5000,1
"601","Alaska",1999,"Natural","Support action/Assist fire",NA,2
"602","Alaska",1999,"Natural","Unknown",2,1
"603","Alaska",2000,"","Prescribed fire",2,1
"604","Alaska",2000,"","Prescribed fire",22,2
"605","Alaska",2000,"","Support action/Assist fire",NA,43
"606","Alaska",2000,"Human","Active/Suppressed",0.05,17
"607","Alaska",2000,"Human","Active/Suppressed",2,21
"608","Alaska",2000,"Human","Active/Suppressed",22,7
"609","Alaska",2000,"Human","Active/Suppressed",262.5,2
"610","Alaska",2000,"Human","Active/Suppressed",5000,2
"611","Alaska",2000,"Human","Support action/Assist fire",0.05,1
"612","Alaska",2000,"Human","Support action/Assist fire",NA,5
"613","Alaska",2000,"Human","Unknown",0.05,6
"614","Alaska",2000,"Human","Unknown",2,2
"615","Alaska",2000,"Natural","Active/Suppressed",0.05,7
"616","Alaska",2000,"Natural","Active/Suppressed",2,30
"617","Alaska",2000,"Natural","Active/Suppressed",22,11
"618","Alaska",2000,"Natural","Active/Suppressed",80,6
"619","Alaska",2000,"Natural","Active/Suppressed",262.5,14
"620","Alaska",2000,"Natural","Active/Suppressed",1214,8
"621","Alaska",2000,"Natural","Active/Suppressed",5000,21
"622","Alaska",2000,"Natural","Support action/Assist fire",NA,4
"623","Alaska",2000,"Natural","Unknown",0.05,1
"624","Alaska",2001,"","Prescribed fire",2,5
"625","Alaska",2001,"","Prescribed fire",22,2
"626","Alaska",2001,"","Prescribed fire",NA,2
"627","Alaska",2001,"","Support action/Assist fire",NA,55
"628","Alaska",2001,"Human","Active/Suppressed",0.05,27
"629","Alaska",2001,"Human","Active/Suppressed",2,35
"630","Alaska",2001,"Human","Active/Suppressed",22,6
"631","Alaska",2001,"Human","Active/Suppressed",80,3
"632","Alaska",2001,"Human","Active/Suppressed",262.5,3
"633","Alaska",2001,"Human","Active/Suppressed",1214,3
"634","Alaska",2001,"Human","Active/Suppressed",5000,2
"635","Alaska",2001,"Human","Prescribed fire",2,1
"636","Alaska",2001,"Human","Support action/Assist fire",NA,6
"637","Alaska",2001,"Human","Unknown",0.05,6
"638","Alaska",2001,"Human","Unknown",2,1
"639","Alaska",2001,"Human","Unknown",1214,1
"640","Alaska",2001,"Natural","Active/Suppressed",0.05,3
"641","Alaska",2001,"Natural","Active/Suppressed",2,7
"642","Alaska",2001,"Natural","Active/Suppressed",22,5
"643","Alaska",2001,"Natural","Active/Suppressed",80,1
"644","Alaska",2001,"Natural","Active/Suppressed",262.5,4
"645","Alaska",2001,"Natural","Active/Suppressed",1214,1
"646","Alaska",2001,"Natural","Active/Suppressed",5000,1
"647","Alaska",2001,"Natural","Prescribed fire",2,1
"648","Alaska",2001,"Natural","Prescribed fire",5000,1
"649","Alaska",2001,"Natural","Support action/Assist fire",22,1
"650","Alaska",2002,"","Prescribed fire",2,1
"651","Alaska",2002,"","Prescribed fire",22,1
"652","Alaska",2002,"","Support action/Assist fire",2,1
"653","Alaska",2002,"","Support action/Assist fire",NA,67
"654","Alaska",2002,"Human","Active/Suppressed",0.05,22
"655","Alaska",2002,"Human","Active/Suppressed",2,26
"656","Alaska",2002,"Human","Active/Suppressed",22,4
"657","Alaska",2002,"Human","Active/Suppressed",80,4
"658","Alaska",2002,"Human","Active/Suppressed",262.5,6
"659","Alaska",2002,"Human","Active/Suppressed",1214,2
"660","Alaska",2002,"Human","Active/Suppressed",5000,4
"661","Alaska",2002,"Human","Natural out",2,1
"662","Alaska",2002,"Human","Support action/Assist fire",NA,39
"663","Alaska",2002,"Human","Unknown",0.05,10
"664","Alaska",2002,"Human","Unknown",2,7
"665","Alaska",2002,"Human","Unknown",22,1
"666","Alaska",2002,"Natural","Active/Suppressed",0.05,12
"667","Alaska",2002,"Natural","Active/Suppressed",2,24
"668","Alaska",2002,"Natural","Active/Suppressed",22,21
"669","Alaska",2002,"Natural","Active/Suppressed",80,21
"670","Alaska",2002,"Natural","Active/Suppressed",262.5,5
"671","Alaska",2002,"Natural","Active/Suppressed",1214,11
"672","Alaska",2002,"Natural","Active/Suppressed",5000,45
"673","Alaska",2002,"Natural","Natural out",0.05,2
"674","Alaska",2002,"Natural","Natural out",2,3
"675","Alaska",2002,"Natural","Natural out",262.5,1
"676","Alaska",2002,"Natural","Natural out",5000,1
"677","Alaska",2002,"Natural","Prescribed fire",0.05,1
"678","Alaska",2002,"Natural","Prescribed fire",22,2
"679","Alaska",2002,"Natural","Prescribed fire",1214,1
"680","Alaska",2002,"Natural","Prescribed fire",5000,3
"681","Alaska",2002,"Natural","Support action/Assist fire",0.05,1
"682","Alaska",2002,"Natural","Support action/Assist fire",5000,1
"683","Alaska",2002,"Natural","Support action/Assist fire",NA,5
"684","Alaska",2002,"Natural","Unknown",2,1
"685","Alaska",2003,"","Support action/Assist fire",NA,43
"686","Alaska",2003,"Human","Active/Suppressed",0.05,21
"687","Alaska",2003,"Human","Active/Suppressed",2,16
"688","Alaska",2003,"Human","Active/Suppressed",22,9
"689","Alaska",2003,"Human","Active/Suppressed",80,1
"690","Alaska",2003,"Human","Active/Suppressed",262.5,2
"691","Alaska",2003,"Human","Active/Suppressed",1214,1
"692","Alaska",2003,"Human","Active/Suppressed",5000,3
"693","Alaska",2003,"Human","Support action/Assist fire",2,2
"694","Alaska",2003,"Human","Support action/Assist fire",22,1
"695","Alaska",2003,"Human","Support action/Assist fire",NA,2
"696","Alaska",2003,"Human","Unknown",0.05,23
"697","Alaska",2003,"Human","Unknown",2,8
"698","Alaska",2003,"Natural","Active/Suppressed",0.05,7
"699","Alaska",2003,"Natural","Active/Suppressed",2,23
"700","Alaska",2003,"Natural","Active/Suppressed",22,11
"701","Alaska",2003,"Natural","Active/Suppressed",80,1
"702","Alaska",2003,"Natural","Active/Suppressed",262.5,9
"703","Alaska",2003,"Natural","Active/Suppressed",1214,6
"704","Alaska",2003,"Natural","Active/Suppressed",5000,7
"705","Alaska",2003,"Natural","Natural out",0.05,1
"706","Alaska",2003,"Natural","Natural out",2,4
"707","Alaska",2003,"Natural","Natural out",22,5
"708","Alaska",2003,"Natural","Natural out",80,2
"709","Alaska",2003,"Natural","Natural out",262.5,1
"710","Alaska",2003,"Natural","Natural out",5000,1
"711","Alaska",2003,"Natural","Prescribed fire",22,2
"712","Alaska",2003,"Natural","Prescribed fire",80,2
"713","Alaska",2003,"Natural","Prescribed fire",262.5,3
"714","Alaska",2003,"Natural","Prescribed fire",1214,2
"715","Alaska",2003,"Natural","Prescribed fire",5000,5
"716","Alaska",2003,"Natural","Support action/Assist fire",NA,4
"717","Alaska",2003,"Natural","Unknown",0.05,1
"718","Alaska",2003,"Natural","Unknown",2,1
"719","Alaska",2004,"","Natural out",2,1
"720","Alaska",2004,"","Natural out",22,1
"721","Alaska",2004,"","Natural out",80,1
"722","Alaska",2004,"","Support action/Assist fire",NA,77
"723","Alaska",2004,"Human","Active/Suppressed",0.05,43
"724","Alaska",2004,"Human","Active/Suppressed",2,25
"725","Alaska",2004,"Human","Active/Suppressed",22,6
"726","Alaska",2004,"Human","Active/Suppressed",80,1
"727","Alaska",2004,"Human","Active/Suppressed",1214,2
"728","Alaska",2004,"Human","Active/Suppressed",5000,3
"729","Alaska",2004,"Human","Natural out",2,1
"730","Alaska",2004,"Human","Natural out",1214,1
"731","Alaska",2004,"Human","Support action/Assist fire",0.05,1
"732","Alaska",2004,"Human","Support action/Assist fire",2,1
"733","Alaska",2004,"Human","Support action/Assist fire",NA,9
"734","Alaska",2004,"Human","Unknown",0.05,43
"735","Alaska",2004,"Human","Unknown",2,5
"736","Alaska",2004,"Natural","Active/Suppressed",0.05,5
"737","Alaska",2004,"Natural","Active/Suppressed",2,87
"738","Alaska",2004,"Natural","Active/Suppressed",22,53
"739","Alaska",2004,"Natural","Active/Suppressed",80,22
"740","Alaska",2004,"Natural","Active/Suppressed",262.5,16
"741","Alaska",2004,"Natural","Active/Suppressed",1214,22
"742","Alaska",2004,"Natural","Active/Suppressed",5000,81
"743","Alaska",2004,"Natural","Natural out",2,9
"744","Alaska",2004,"Natural","Natural out",22,7
"745","Alaska",2004,"Natural","Natural out",80,1
"746","Alaska",2004,"Natural","Prescribed fire",2,2
"747","Alaska",2004,"Natural","Prescribed fire",22,2
"748","Alaska",2004,"Natural","Prescribed fire",5000,1
"749","Alaska",2004,"Natural","Support action/Assist fire",5000,1
"750","Alaska",2004,"Natural","Support action/Assist fire",NA,7
"751","Alaska",2004,"Natural","Unknown",0.05,5
"752","Alaska",2004,"Natural","Unknown",2,3
"753","Alaska",2005,"","Support action/Assist fire",NA,43
"754","Alaska",2005,"Human","Active/Suppressed",0.05,12
"755","Alaska",2005,"Human","Active/Suppressed",2,15
"756","Alaska",2005,"Human","Active/Suppressed",22,10
"757","Alaska",2005,"Human","Active/Suppressed",262.5,3
"758","Alaska",2005,"Human","Active/Suppressed",1214,1
"759","Alaska",2005,"Human","Active/Suppressed",5000,1
"760","Alaska",2005,"Human","Active/Suppressed",NA,1
"761","Alaska",2005,"Human","Support action/Assist fire",22,1
"762","Alaska",2005,"Human","Support action/Assist fire",NA,5
"763","Alaska",2005,"Human","Unknown",0.05,22
"764","Alaska",2005,"Human","Unknown",2,7
"765","Alaska",2005,"Human","Unknown",22,1
"766","Alaska",2005,"Human","Unknown",262.5,1
"767","Alaska",2005,"Natural","Active/Suppressed",0.05,18
"768","Alaska",2005,"Natural","Active/Suppressed",2,69
"769","Alaska",2005,"Natural","Active/Suppressed",22,53
"770","Alaska",2005,"Natural","Active/Suppressed",80,16
"771","Alaska",2005,"Natural","Active/Suppressed",262.5,22
"772","Alaska",2005,"Natural","Active/Suppressed",1214,32
"773","Alaska",2005,"Natural","Active/Suppressed",5000,115
"774","Alaska",2005,"Natural","Natural out",0.05,1
"775","Alaska",2005,"Natural","Natural out",2,20
"776","Alaska",2005,"Natural","Natural out",22,7
"777","Alaska",2005,"Natural","Natural out",262.5,3
"778","Alaska",2005,"Natural","Natural out",1214,1
"779","Alaska",2005,"Natural","Prescribed fire",22,6
"780","Alaska",2005,"Natural","Prescribed fire",262.5,3
"781","Alaska",2005,"Natural","Prescribed fire",1214,2
"782","Alaska",2005,"Natural","Prescribed fire",5000,5
"783","Alaska",2005,"Natural","Support action/Assist fire",2,2
"784","Alaska",2005,"Natural","Support action/Assist fire",NA,15
"785","Alaska",2005,"Natural","Unknown",22,1
"786","Alaska",2006,"","Support action/Assist fire",NA,30
"787","Alaska",2006,"Human","Active/Suppressed",0.05,27
"788","Alaska",2006,"Human","Active/Suppressed",2,17
"789","Alaska",2006,"Human","Active/Suppressed",22,6
"790","Alaska",2006,"Human","Active/Suppressed",80,1
"791","Alaska",2006,"Human","Active/Suppressed",1214,2
"792","Alaska",2006,"Human","Natural out",22,1
"793","Alaska",2006,"Human","Support action/Assist fire",0.05,1
"794","Alaska",2006,"Human","Support action/Assist fire",2,2
"795","Alaska",2006,"Human","Support action/Assist fire",22,1
"796","Alaska",2006,"Human","Support action/Assist fire",NA,1
"797","Alaska",2006,"Human","Unknown",0.05,7
"798","Alaska",2006,"Natural","Active/Suppressed",0.05,3
"799","Alaska",2006,"Natural","Active/Suppressed",2,13
"800","Alaska",2006,"Natural","Active/Suppressed",22,10
"801","Alaska",2006,"Natural","Active/Suppressed",80,2
"802","Alaska",2006,"Natural","Active/Suppressed",262.5,6
"803","Alaska",2006,"Natural","Active/Suppressed",1214,4
"804","Alaska",2006,"Natural","Active/Suppressed",5000,7
"805","Alaska",2006,"Natural","Natural out",0.05,2
"806","Alaska",2006,"Natural","Prescribed fire",22,2
"807","Alaska",2006,"Natural","Prescribed fire",80,1
"808","Alaska",2007,"","Natural out",2,1
"809","Alaska",2007,"","Support action/Assist fire",2,1
"810","Alaska",2007,"","Support action/Assist fire",NA,34
"811","Alaska",2007,"Human","",5000,1
"812","Alaska",2007,"Human","Active/Suppressed",0.05,33
"813","Alaska",2007,"Human","Active/Suppressed",2,21
"814","Alaska",2007,"Human","Active/Suppressed",22,3
"815","Alaska",2007,"Human","Active/Suppressed",80,2
"816","Alaska",2007,"Human","Active/Suppressed",1214,1
"817","Alaska",2007,"Human","Active/Suppressed",5000,1
"818","Alaska",2007,"Human","Prescribed fire",2,2
"819","Alaska",2007,"Human","Support action/Assist fire",0.05,3
"820","Alaska",2007,"Human","Support action/Assist fire",2,2
"821","Alaska",2007,"Human","Unknown",0.05,10
"822","Alaska",2007,"Human","Unknown",2,3
"823","Alaska",2007,"Human","Unknown",NA,1
"824","Alaska",2007,"Natural","Active/Suppressed",0.05,11
"825","Alaska",2007,"Natural","Active/Suppressed",2,74
"826","Alaska",2007,"Natural","Active/Suppressed",22,52
"827","Alaska",2007,"Natural","Active/Suppressed",80,24
"828","Alaska",2007,"Natural","Active/Suppressed",262.5,35
"829","Alaska",2007,"Natural","Active/Suppressed",1214,31
"830","Alaska",2007,"Natural","Active/Suppressed",5000,22
"831","Alaska",2007,"Natural","Natural out",0.05,13
"832","Alaska",2007,"Natural","Natural out",2,11
"833","Alaska",2007,"Natural","Natural out",22,5
"834","Alaska",2007,"Natural","Natural out",80,2
"835","Alaska",2007,"Natural","Natural out",262.5,3
"836","Alaska",2007,"Natural","Natural out",1214,1
"837","Alaska",2007,"Natural","Prescribed fire",2,6
"838","Alaska",2007,"Natural","Prescribed fire",22,6
"839","Alaska",2007,"Natural","Prescribed fire",80,1
"840","Alaska",2007,"Natural","Prescribed fire",262.5,3
"841","Alaska",2007,"Natural","Prescribed fire",1214,2
"842","Alaska",2007,"Natural","Prescribed fire",5000,1
"843","Alaska",2007,"Natural","Support action/Assist fire",2,2
"844","Alaska",2007,"Natural","Support action/Assist fire",5000,1
"845","Alaska",2007,"Natural","Support action/Assist fire",NA,1
"846","Alaska",2007,"Natural","Unknown",0.05,1
"847","Alaska",2007,"Undetermined","Active/Suppressed",2,1
